#x,nm; y, um^2
399.022,0.0400574
399.615,0.0399416
400.208,0.0399416
400.801,0.0410995
401.394,0.0408968
401.987,0.0399995
402.581,0.0397486
403.174,0.0396637
403.767,0.0395942
404.36,0.0389246
404.953,0.0380889
405.547,0.0379731
406.14,0.0377416
406.733,0.0369774
407.326,0.0367226
407.919,0.0362363
408.512,0.0360047
409.106,0.0360047
409.699,0.0358889
410.292,0.03531
410.885,0.03531
411.478,0.0351942
412.071,0.0350784
412.665,0.0349626
413.258,0.0349626
413.851,0.0349626
414.444,0.0350784
415.037,0.0351942
415.631,0.03531
416.224,0.0354258
416.817,0.0356574
417.41,0.0362363
418.003,0.0370468
418.596,0.0370468
419.19,0.037213
419.783,0.0385017
420.376,0.0386679
420.969,0.0392005
421.562,0.0402738
422.156,0.0409022
422.749,0.0417363
423.342,0.0423731
423.935,0.0434974
424.528,0.0447488
425.121,0.045985
425.715,0.047562
426.308,0.047931
426.901,0.0494628
427.494,0.0504784
428.087,0.0532134
428.68,0.0546617
429.274,0.0550058
429.867,0.0558714
430.46,0.0576574
431.053,0.0601448
431.646,0.061331
432.24,0.06171
432.833,0.0631744
433.426,0.063906
434.019,0.0651451
434.612,0.0672265
435.205,0.0673837
435.799,0.0678137
436.392,0.0696679
436.985,0.0701765
437.578,0.0717082
438.171,0.0718995
438.765,0.0720152
439.358,0.0726776
439.951,0.0738196
440.544,0.0752574
441.137,0.0754889
441.73,0.0757205
442.324,0.0764345
442.917,0.0772837
443.51,0.0782574
444.103,0.0790784
444.696,0.0791942
445.289,0.0795416
445.883,0.0806468
446.476,0.081131
447.069,0.08239
447.662,0.0828995
448.255,0.082975
448.849,0.0834889
449.442,0.0848401
450.035,0.0861205
450.628,0.0864889
451.221,0.0871589
451.814,0.0874538
452.408,0.0877809
453.001,0.0889472
453.594,0.0894995
454.187,0.089731
454.78,0.0898468
455.374,0.0895863
455.967,0.0890851
456.56,0.0891686
457.153,0.0886889
457.746,0.0885731
458.339,0.0883416
458.933,0.0860258
459.526,0.0856205
460.119,0.0845485
460.712,0.0837679
461.305,0.083009
461.898,0.0822886
462.492,0.0799447
463.085,0.0769344
463.678,0.0762763
464.271,0.0750662
464.864,0.0744468
465.458,0.0737044
466.051,0.0729184
466.644,0.0677684
467.237,0.0671677
467.83,0.0663471
468.423,0.0656071
469.017,0.0654075
469.61,0.0635537
470.203,0.0593329
470.796,0.05907
471.389,0.0581205
471.983,0.0574423
472.576,0.0569047
473.169,0.0562679
473.762,0.0521262
474.355,0.0513816
474.948,0.0508787
475.542,0.0500033
476.135,0.0495231
476.728,0.0491147
477.321,0.0462328
477.914,0.045518
478.507,0.0449616
479.101,0.0445731
479.694,0.0439777
480.287,0.0437112
480.88,0.0420121
481.473,0.0409731
482.067,0.0403769
482.66,0.0399416
483.253,0.03932
483.846,0.0392854
484.439,0.0380272
485.032,0.0368667
485.626,0.0365626
486.219,0.0360047
486.812,0.0356574
487.405,0.0354462
487.998,0.0352637
488.592,0.0336072
489.185,0.0332803
489.778,0.0330714
490.371,0.032531
490.964,0.0322995
491.557,0.0322995
492.151,0.0313886
492.744,0.03091
493.337,0.0305013
493.93,0.0299837
494.523,0.0298679
495.116,0.0297521
495.71,0.0296363
496.303,0.028517
496.896,0.0284784
497.489,0.028131
498.082,0.0277837
498.676,0.0275521
499.269,0.0274363
499.862,0.0273205
500.455,0.0272047
501.048,0.0262648
501.641,0.0256995
502.235,0.0254679
502.828,0.0254679
503.421,0.0253521
504.014,0.0252363
504.607,0.0252363
505.201,0.0244258
505.794,0.0239626
506.387,0.0239626
506.98,0.0238468
507.573,0.0238468
508.166,0.0238468
508.76,0.0238468
509.353,0.0228047
509.946,0.0225731
510.539,0.0224574
511.132,0.0223416
511.725,0.0223416
512.319,0.0223416
512.912,0.02211
513.505,0.0216468
514.098,0.0212995
514.691,0.0209521
515.285,0.0208363
515.878,0.0208363
516.471,0.0209521
517.064,0.0208363
517.657,0.0202574
518.25,0.0200258
518.844,0.0196784
519.437,0.0196784
520.03,0.0196784
520.623,0.0196784
521.216,0.0196784
521.81,0.019331
522.403,0.0187521
522.996,0.0186363
523.589,0.0184047
524.182,0.0185205
524.775,0.0187521
525.369,0.0187521
525.962,0.0186363
526.555,0.0180574
527.148,0.0178258
527.741,0.0173626
528.334,0.0173626
528.928,0.0173626
529.521,0.0174784
530.114,0.0174784
530.707,0.0173626
531.3,0.0167837
531.894,0.0165521
532.487,0.0164363
533.08,0.0165521
533.673,0.0166679
534.266,0.0166679
534.859,0.0166679
535.453,0.0162047
536.046,0.0158574
536.639,0.0156258
537.232,0.0156258
537.825,0.0156258
538.418,0.0159731
539.012,0.0159731
539.605,0.0159731
540.198,0.01551
540.791,0.0150468
541.384,0.0148152
541.978,0.0148152
542.571,0.014931
